filename,a,Ne_unit,Te_unit,disk_h,MBH,pow_nth,pow_T,keplerian_factor,fluid_dirction,Rin,Rout,Xcam,Dsource_cm,Dsource_kpc,FOVx_GM/c^2,FOVy_GM/c^2,FOVx_rad,FOVy_rad,FOVx_muas,FOVy_muas,Resolution,scale,imax,jmax,Imax,Iavg,freq,Ftot,unpol_xfer,nuLnu,I,Q,U,V,LP,CP
3sy46vcmzi.h5,-0.8249363858042459,73237810.6085205,346874357539.1991,0.21865334174212783,5283809964.770762,-1.1517189571313058,-0.9711783053186995,0.4018806270261571,1.0,1.56523,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,51.5246,51.5246,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,59,0.00062721,0.000175023,230000000000.0,10.5314,10.5575,8.1798e+41,10.5314,0.0262364,0.0221112,0.0111479,0.325799,0.105854
e0yyvppjvq.h5,0.06141440082014182,49340084.12564927,183239623140.04318,0.21575904220367778,7921840487.235065,-1.164105156926788,-0.6976921322605367,0.647709105041423,-1.0,1.99811,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,34.3665,34.3665,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,35,61,0.000624211,0.000381445,230000000000.0,22.952,23.1033,1.7827e+42,22.952,0.0404773,0.0284415,0.0996604,0.215539,0.434212
eev3387uk5.h5,0.7641551994696858,90153073.44650632,295486066927.26855,0.4114206260192511,7147166968.263204,-1.122439399551743,-0.884871423319149,0.8110378025810496,1.0,1.64503,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,38.0915,38.0915,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,53,0.000922108,0.000385772,230000000000.0,23.2124,23.1668,1.80292e+42,23.2124,0.00482589,0.00743303,0.0813933,0.0381789,0.350646
ljy3vz144n.h5,-0.5954202063454432,69086132.39506857,277389280675.0196,0.28468560255288944,5555744831.190995,-1.1384938130912883,-0.8773033997900527,0.6984831119540792,1.0,1.80341,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.0026,49.0026,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,40,55,0.000624799,0.000215004,230000000000.0,12.9371,12.9893,1.00483e+42,12.9371,0.000167821,0.0259535,0.060131,0.200618,0.464796
4uieq1tktf.h5,-0.8339654066526985,9681207.729918739,390453959976.81366,0.561646177289232,7746539843.540328,-1.1084988292869953,-0.7169609171664688,0.606031148077317,-1.0,1.55182,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,35.1442,35.1442,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,38,65,0.00107124,0.000723468,230000000000.0,43.532,44.2903,3.38116e+42,43.532,0.0801626,0.328445,0.494648,0.776638,1.13629
25xhq68aji.h5,-0.5115261777095466,77860310.67605293,688960744538.4028,0.4700800124105614,7500078376.764036,-1.191884835678863,-0.6840005089664587,0.47319481890173287,1.0,1.85927,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,36.2991,36.2991,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,67,0.00191323,0.00128421,230000000000.0,77.2723,76.0128,6.0018e+42,77.2723,-0.396194,0.227899,0.113257,0.591498,0.146569
s76ol922q4.h5,0.16620967278780063,93031624.30379999,661748050734.3563,0.39938581844307597,5671487407.036192,-1.1770361621512495,-0.9893237255775476,0.8435107240495705,1.0,1.98609,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,48.0026,48.0026,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,42,56,0.00145267,0.000541821,230000000000.0,32.6021,32.5295,2.53223e+42,32.6021,-0.0141812,0.0427825,0.180201,0.138248,0.552728
4jczfxt026.h5,-0.6516218447871556,12316443.877852548,292605069750.6182,0.3679416424502574,6410348890.885336,-1.1287466695398098,-0.8227188958376292,0.7794986283762896,1.0,1.75854,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,42.4698,42.4698,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,38,55,0.000747787,0.000197791,230000000000.0,11.9013,12.1744,9.24383e+41,11.9013,0.0219592,-0.0592733,0.112392,0.53112,0.944368
ttuooqgjkb.h5,-0.6276543443701272,66747169.18235861,853934872123.1038,0.1156730584506779,6522141396.890406,-1.1927745000917618,-0.9800691233170833,0.19932256658395342,1.0,1.77849,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,41.7418,41.7418,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,49,64,0.00152047,0.000808871,230000000000.0,48.6707,48.3789,3.78029e+42,48.6707,-0.0347611,0.0277066,0.0601485,0.0913322,0.123583
7qqgvaxm2v.h5,-0.8641277871143982,87791233.67868657,670352027606.3846,0.16473880028610202,6377743875.60874,-1.1562280830271645,-0.9911655289379152,0.9882251545401649,-1.0,1.50327,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,42.6869,42.6869,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,38,55,0.00135298,0.000643259,230000000000.0,38.7057,38.8562,3.0063e+42,38.7057,0.0414989,0.0166718,0.147543,0.115545,0.381192
isdx97gyug.h5,0.01884664600168451,57022569.60622823,237635339240.86646,0.2587374341986012,5170075110.63611,-1.0680384712767945,-0.6305310462531085,0.6326383394314418,1.0,1.99982,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,52.6581,52.6581,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,41,58,0.000885481,0.000496215,230000000000.0,29.8579,30.0066,2.31908e+42,29.8579,0.0654028,0.0641227,0.152174,0.306763,0.50966
26uvl73rie.h5,0.9703606489276042,26911729.346573826,303854403233.75385,0.37785696638839883,5505260314.803669,-1.1609471343478799,-0.7659471107317652,0.2027358804095244,-1.0,1.24166,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.452,49.452,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,59,0.000738765,0.000271139,230000000000.0,16.3148,16.4124,1.26718e+42,16.3148,0.0981486,0.0556905,0.00213367,0.69169,0.0130782
4wdfs66vtk.h5,0.022052965576003336,74365686.2282037,99663665716.0814,0.1740305566931741,5492777396.772154,-1.0673492286729747,-0.775971736605272,0.6639039382513677,1.0,1.99976,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.5644,49.5644,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,38,56,0.000301422,4.97401e-05,230000000000.0,2.99292,3.02712,2.32462e+41,2.99292,-0.000735403,0.00140244,0.0112047,0.0529101,0.374372
8qixfuborp.h5,0.4938591468196665,19385454.71938604,716505643853.251,0.4690845279281194,5748249584.456318,-1.0127689521371697,-0.8830859977888876,0.8779565063218687,1.0,1.86954,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.3616,47.3616,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,54,0.00212886,0.000792545,230000000000.0,47.6884,47.9433,3.704e+42,47.6884,-0.0633981,0.251828,0.570668,0.544547,1.19666
d8x0927yaw.h5,-0.964599354083652,50055017.16835293,767619879724.5184,0.44389630581118356,5497904540.186045,-1.1403758698766198,-0.6414206008368826,0.11708037124757131,-1.0,1.26372,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.5182,49.5182,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,50,62,0.00203271,0.00138481,230000000000.0,83.3254,81.5027,6.47195e+42,83.3254,-0.55067,0.0691404,0.0428018,0.666055,0.0513671
qaggasmjba.h5,0.19664346140611455,94057029.58700366,767923448516.1292,0.4328974965970226,7992519020.631097,-1.0809381455989702,-0.7938009628642789,0.9023363645986021,-1.0,1.98048,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,34.0626,34.0626,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,39,56,0.00244718,0.00121926,230000000000.0,73.3643,72.5097,5.69826e+42,73.3643,-0.195909,0.282418,0.135709,0.468504,0.18498
wm4wyefyw6.h5,-0.7451915422076758,60191003.8048787,216133647409.94275,0.10832283739447437,5720854325.905451,-1.0974203504281992,-0.6823633807652167,0.4280765000894027,-1.0,1.66685,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.5884,47.5884,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,63,0.00069064,0.000349444,230000000000.0,21.0265,21.2727,1.63314e+42,21.0265,0.138616,0.00745305,0.00856822,0.660196,0.0407496
rt4nu7lfzm.h5,0.6325452103204816,42391760.400813445,375069303363.7177,0.5607672966021419,6967863344.404714,-1.199351807087068,-0.7621676050673077,0.5196855095989071,-1.0,1.77452,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,39.0717,39.0717,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,44,57,0.00104882,0.00061501,230000000000.0,37.0059,36.7104,2.87428e+42,37.0059,-0.0724975,0.0107396,0.0310036,0.198046,0.0837801
hzgityaldk.h5,0.563704501340597,21623947.546790782,29709508779.780262,0.23591865113928653,7626660602.678179,-1.1226312109431895,-0.7103122093500959,0.47917142619130104,1.0,1.82598,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,35.6966,35.6966,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,36,48,0.000110285,4.19888e-07,230000000000.0,0.0252652,0.0263832,1.96237e+39,0.0252652,-3.04377e-05,-0.000313981,-0.000981368,1.24857,-3.88427
u0dhkjyoz8.h5,0.7296779779209375,56051614.46064599,225131956058.26022,0.17399939241355003,5344904581.503401,-1.0502133901405628,-0.8724857791361651,0.20222579449621392,1.0,1.68379,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,50.9356,50.9356,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,44,59,0.000490058,0.000124624,230000000000.0,7.4988,7.53572,5.82437e+41,7.4988,0.0274251,0.011159,-0.00636956,0.394842,-0.084941
m7jr70doqu.h5,-0.6953052566813662,53065386.259763196,973759914993.8074,0.44919078898398446,5096416539.405219,-1.0546650589614,-0.639321593250607,0.2380471487785114,1.0,1.71871,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,53.4191,53.4191,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,48,63,0.00267826,0.00170295,230000000000.0,102.469,100.233,7.95883e+42,102.469,-0.659594,0.146408,0.114286,0.659368,0.111532
glfaddwiwu.h5,0.14997634424719708,88345098.93062009,732949809460.4532,0.5106594732490246,6879772300.704093,-1.1947428912044704,-0.7226437447894726,0.4743460345124758,1.0,1.98869,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,39.572,39.572,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,61,0.00202429,0.00116975,230000000000.0,70.3853,69.2101,5.46688e+42,70.3853,-0.37491,0.167663,0.0498677,0.583493,0.0708496
tx6g92btvw.h5,0.3587773266644325,47154049.40975099,682549197082.0654,0.20283673850589243,5414393050.721768,-1.0164351714217823,-0.7590751958342097,0.7949149920154365,-1.0,1.93342,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,50.2819,50.2819,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,40,52,0.00236655,0.00111004,230000000000.0,66.7925,66.366,5.18782e+42,66.7925,-0.0502898,0.156103,0.0927125,0.245541,0.138807
sghy481c4u.h5,0.4459437829155546,12954508.957304541,513235350636.68964,0.23757037576644172,5885319562.157293,-1.0467751752016108,-0.9594560350183219,0.5289491896965641,1.0,1.89506,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,46.2585,46.2585,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,41,56,0.00115812,0.000276437,230000000000.0,16.6335,16.8806,1.29194e+42,16.6335,0.125234,0.0558447,0.00900449,0.824363,0.0541345
eknujpmnqd.h5,0.3937203521109014,92038943.71308488,908289911196.6082,0.3461712470010556,6609886059.614188,-1.0252500276389283,-0.8017556279388929,0.2530328432942385,1.0,1.91923,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,41.1877,41.1877,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,61,0.00204091,0.00115257,230000000000.0,69.3518,68.2476,5.3866e+42,69.3518,-0.294345,0.0920471,0.0418158,0.444691,0.0602953
wx71lrly4j.h5,0.9352884756868425,80781449.60873596,245094162146.84717,0.16091753364258501,5737876146.591786,-1.0779434445994522,-0.9955643177772188,0.37296275863999906,1.0,1.35389,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.4472,47.4472,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,42,55,0.000506944,0.000112679,230000000000.0,6.78002,6.80454,5.26609e+41,6.78002,0.0124855,0.00909277,-0.00320786,0.227811,-0.0473135
wy1xpx8cow.h5,-0.6716644702328822,97338207.8703127,901974691929.0245,0.37813648620355034,6712622197.400002,-1.1135733365730531,-0.9259724609689881,0.45323156884459304,1.0,1.74086,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,40.5573,40.5573,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,48,62,0.00162435,0.000868365,230000000000.0,52.2506,51.5412,4.05834e+42,52.2506,-0.168673,0.0838816,0.0225913,0.36053,0.0432365
udbxgj0el9.h5,-0.7607494611666195,78557843.02383943,4889774544.124501,0.2893081802589478,6392767662.978682,-1.156711728345354,-0.801131409632027,0.33683936771201695,1.0,1.64905,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,42.5866,42.5866,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,51,38,3.27036e-17,2.59473e-20,230000000000.0,,,1.21266e+26,1.56128e-15,1.79697e-17,5.02419e-17,-1.42931e-17,3.41762,-0.915473
xhhmzqp2jp.h5,0.1295453035188059,79282655.84392878,906232548745.0736,0.22869524673033267,7140645244.440903,-1.0880498993944547,-0.6304040758831267,0.2331360551915641,-1.0,1.99157,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,38.1263,38.1263,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,66,0.00281129,0.00201566,230000000000.0,121.285,119.583,9.42029e+42,121.285,-0.228293,0.0474719,0.0635899,0.192255,0.0524302
ig3f9skqme.h5,-0.9878662447476871,26555743.303209398,252888150731.44885,0.5804624338671697,5609421559.775358,-1.153459090232828,-0.6832427144498834,0.7835819957273013,-1.0,1.15531,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,48.5337,48.5337,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,37,59,0.000761862,0.000344795,230000000000.0,20.7467,20.9419,1.61141e+42,20.7467,-0.0251964,0.0302325,0.248915,0.189695,1.19978
ms9px7ujbi.h5,0.07431770508140856,53035323.63367237,300078180245.42804,0.5894629778175845,5738925753.330448,-1.0423508465806104,-0.8482751536362754,0.7086133999271191,1.0,1.99723,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.4385,47.4385,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,57,0.000748417,0.000311475,230000000000.0,18.7418,18.7445,1.45569e+42,18.7418,0.00055869,-0.00141218,0.0777348,0.00810316,0.414766
st7l32mizz.h5,0.43827672925235683,91225805.79976898,952160200543.3584,0.15869719465017876,5510406830.191888,-1.0884179293419347,-0.7730419400510331,0.19569067897538783,-1.0,1.89884,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.4058,49.4058,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,45,61,0.00236558,0.00136621,230000000000.0,82.2064,81.2238,6.38503e+42,82.2064,-0.174182,0.0494279,0.0309884,0.22025,0.0376959
myifbkpuo6.h5,0.1776092059516572,72819100.54798563,624653664024.6525,0.23908493547893503,6316495003.468003,-1.0742936852842246,-0.6823881317096628,0.6807947574381902,1.0,1.9841,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,43.1008,43.1008,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,39,57,0.00221028,0.00128615,230000000000.0,77.389,76.6976,6.01087e+42,77.389,-0.123534,0.187115,0.107561,0.289725,0.138987
m7cbztc5du.h5,-0.8818021001680216,48827544.97740513,926403227498.9761,0.2633962087752082,7705056051.765287,-1.1568336700066277,-0.8021791879271322,0.1542132631312204,-1.0,1.47162,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,35.3334,35.3334,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,51,66,0.00199347,0.00134556,230000000000.0,80.9639,79.5912,6.28853e+42,80.9639,-0.305693,0.0759098,0.0661569,0.389034,0.0817116
pc33dzvjs2.h5,0.13530286876449105,45381311.866409056,291935410038.03265,0.18841387666277357,6113285126.020817,-1.140568825947297,-0.6473559692117433,0.3859309616019526,-1.0,1.9908,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,44.5335,44.5335,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,42,62,0.000980733,0.000635141,230000000000.0,38.2172,38.3077,2.96836e+42,38.2172,0.0966771,0.0183639,0.128013,0.257491,0.334962
bjo7khk9z4.h5,0.5500458258520442,67781979.57060103,855076334656.0117,0.5398781717539717,6685547214.806435,-1.1412901958860526,-0.7461498682333993,0.4708538540692824,-1.0,1.83513,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,40.7216,40.7216,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,44,57,0.00233549,0.00124933,230000000000.0,75.1736,73.7533,5.83879e+42,75.1736,-0.46233,0.193865,0.0667258,0.666897,0.0887622
xclcrt20u9.h5,-0.02446205098521337,1468726.587504862,451948659020.4119,0.1933274296741819,5720142798.857577,-1.0440156709409367,-0.8932108718476279,0.06296992063870066,-1.0,1.9997,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.5943,47.5943,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,61,49,0.000989742,3.22062e-05,230000000000.0,1.93788,2.29041,1.50517e+41,1.93788,0.0991511,-0.0207095,-0.0464096,5.22687,-2.39486
1fj3isx841.h5,0.6710020819028506,92078444.23386164,47147912121.26464,0.16500144139579512,7506247925.291147,-1.171668008324957,-0.9970662051188756,0.851612252705814,-1.0,1.74146,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,36.2693,36.2693,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,38,52,0.000133333,7.92786e-06,230000000000.0,0.477029,0.483134,3.70512e+40,0.477029,-0.000733653,-0.00104092,-0.00262205,0.266961,-0.549662
nzt932xly4.h5,0.207584829689746,52038737.207734294,735788575481.6542,0.4621548264464409,5319244304.587086,-1.131849819566594,-0.9438090656001831,0.14642082618939456,-1.0,1.97822,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,51.1814,51.1814,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,46,59,0.00119378,0.000568112,230000000000.0,34.184,33.8554,2.6551e+42,34.184,-0.089539,0.017227,0.0328222,0.266736,0.0960162
om17dz4whw.h5,0.22785839653481466,3285872.1959207794,125385337357.98653,0.44255543915504336,6836161839.157863,-1.1494295181720553,-0.9564674820960488,0.6432599410123999,1.0,1.97369,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,39.8244,39.8244,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,37,52,0.000336394,2.9253e-06,230000000000.0,0.176019,0.177055,1.36715e+40,0.176019,-0.000564958,-0.000271388,-0.0142092,0.356076,-8.07252
1pk76yiyv2.h5,-0.9287337496989201,61990063.88646597,116706229751.70467,0.5020598292800149,6251373150.282373,-1.0805945524994331,-0.6387036578710092,0.8867429124167258,-1.0,1.37075,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,43.5498,43.5498,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,34,59,0.000406139,0.00019422,230000000000.0,11.6865,11.761,9.07697e+41,11.6865,0.000476427,0.00249103,0.117159,0.0217019,1.00252
amvxhuj33h.h5,0.765517869360901,56248486.17445117,901106169583.1411,0.36516583193795604,7297196072.937952,-1.0697227515878776,-0.9313314786013873,0.5051123841995863,-1.0,1.64341,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,37.3083,37.3083,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,56,0.00202803,0.000952625,230000000000.0,57.3206,56.5042,4.45214e+42,57.3206,-0.195232,0.133211,0.0465961,0.412327,0.0812903
hgts4dp1du.h5,0.2966945070536904,42064414.85842001,112240789956.41821,0.1822633736169281,5377309236.207272,-1.1320540086488855,-0.6677915966438904,0.4427640483717511,-1.0,1.95497,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,50.6287,50.6287,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,41,58,0.000384357,6.94003e-05,230000000000.0,4.1759,4.22457,3.24345e+41,4.1759,0.0131889,0.00394977,-0.00218075,0.329693,-0.0522223
yd5t4nlqag.h5,0.4313405054332069,76683573.23467954,16955561237.22892,0.45063694238726226,5979677556.436146,-1.0833468008957257,-0.8673484891941725,0.37158421400293506,-1.0,1.90219,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,45.5286,45.5286,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,39,52,1.18814e-05,1.15328e-08,230000000000.0,0.000693941,0.000841823,5.38989e+37,0.000693941,1.08255e-05,-1.50311e-07,-2.54309e-05,1.56016,-3.6647
lcsg59n5ev.h5,-0.3324151247040904,80038589.0318143,431525685332.5841,0.3054375279180932,5935698554.980503,-1.0856667594408476,-0.9421627745412919,0.7281092925563373,-1.0,1.94313,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,45.8659,45.8659,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,43,59,0.000880741,0.000407279,230000000000.0,24.5065,24.5071,1.90344e+42,24.5065,0.00356994,0.0265898,0.120079,0.109474,0.489988
1x9fm26nhp.h5,0.08968325083976603,77624662.61539687,419182853108.097,0.5810444357146268,6852100311.153248,-1.1060015567374097,-0.8044358157522372,0.7519076463984516,-1.0,1.99597,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,39.7318,39.7318,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,42,58,0.00115733,0.0005936,230000000000.0,35.7177,35.3684,2.77422e+42,35.7177,-0.0345573,-0.000207207,-0.106275,0.0967532,-0.297541
eyj8qycsrh.h5,-0.7796268181980591,49771733.69324103,612322751656.0453,0.17527980483992942,6596089218.365799,-1.1257935887037869,-0.9467687496650415,0.17941721236595354,1.0,1.62624,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,41.2739,41.2739,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,51,63,0.00110484,0.000607169,230000000000.0,36.5341,36.3748,2.83763e+42,36.5341,-0.0090452,0.0168982,0.0597318,0.0524626,0.163496
xis93oyipa.h5,0.7627820711101103,75052740.69678581,714313562809.4587,0.22649822767524572,5107799846.282467,-1.0395009575407488,-0.9891343160759433,0.7599736480285113,1.0,1.64666,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,53.3001,53.3001,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,44,53,0.0019093,0.000570078,230000000000.0,34.3023,34.2974,2.66429e+42,34.3023,0.0265458,0.074185,0.162158,0.229697,0.472732
6hx40za6bi.h5,-0.2413100871123396,64108300.5091685,15575205172.316486,0.3179224489658319,6647487049.266085,-1.1034700877357242,-0.967706999832447,0.48052062834895026,1.0,1.97045,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,40.9547,40.9547,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,39,42,4.48779e-08,3.49944e-11,230000000000.0,,,1.63548e+35,2.10566e-06,4.34434e-08,1.63364e-08,-3.46203e-08,2.20422,-1.64416
3l23m35jlr.h5,0.3292815563675904,19012908.491727382,705976927125.6387,0.14895489905583445,5693559157.840504,-1.1376357735618998,-0.6031476349764887,0.40592890836798545,1.0,1.94423,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,47.8165,47.8165,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,41,60,0.00265949,0.00172329,230000000000.0,103.693,105.682,8.05388e+42,103.693,0.593404,-0.148901,-0.025278,0.590014,-0.0243778
wss2yj5kmf.h5,-0.6647478601229222,88992742.67431341,817826742071.6648,0.3433693128879082,5540930703.108074,-1.1023898017478033,-0.6082295032272083,0.486228828901352,1.0,1.74707,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,49.1336,49.1336,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,42,63,0.00269483,0.00176286,230000000000.0,106.074,104.495,8.23882e+42,106.074,-0.402033,0.20583,0.169164,0.425798,0.159478
44yn0u4cqc.h5,-0.6432838330722432,79215188.95530728,214003877920.12207,0.1739207363351851,7950267721.212444,-1.0325341922024178,-0.841638363028714,0.3498616854673464,1.0,1.76563,300.0,"0.000000e+00,6.907755e+00,9.444444e-02,0.000000e+00",5.18394e+25,16800.0,34.2436,34.2436,7.75701e-10,7.75701e-10,160.0,160.0,"100,100",6.017123,44,67,0.000484847,0.000313779,230000000000.0,18.8804,18.8353,1.46646e+42,18.8804,0.0107378,0.000121744,0.0239089,0.0568764,0.126633
