filename,a,thetacam,Ne_unit,Te_unit,disk_h,MBH,pow_nth,pow_T,keplerian_factor,fluid_dirction,Rin,Rout,Xcam,Dsource_cm,Dsource_kpc,FOVx_GM/c^2,FOVy_GM/c^2,FOVx_rad,FOVy_rad,FOVx_muas,FOVy_muas,Resolution,scale,imax,jmax,Imax,Iavg,freq,Ftot,unpol_xfer,nuLnu,I,Q,U,V,LP,CP
kupd2a78p6.h5,0.6203153905601699,166.28412062821928,99845.58573808437,988240186641.6398,0.18391583273769121,7336614941.129457,-1.0439435771743368,-0.7079546722749535,0.057169136684099064,-1.0,1.78435,300.0,"0.000000e+00,6.907755e+00,9.238007e-01,0.000000e+00",5.18394e+25,16800.0,37.1079,37.1079,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,119,167,0.000484512,1.0006e-05,230000000000.0,0.602075,0.602047,4.67636e+40,0.602075,0.00666215,0.00104947,-0.000233148,1.12018,-0.0387241
mmwu65ag5p.h5,0.6408406072344679,68.75454603245511,264098.9790174425,770454815193.2505,0.14242069109775393,6463253743.253466,-1.1575205990883235,-0.9247887310979823,0.968414444976346,-1.0,1.76767,300.0,"0.000000e+00,6.907755e+00,3.819697e-01,0.000000e+00",5.18394e+25,16800.0,42.1221,42.1221,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,207,164,0.00244108,9.71827e-06,230000000000.0,0.58476,0.612283,4.54188e+40,0.58476,-0.00336039,0.0784133,0.0090666,13.4218,1.55048
cloblzbnh7.h5,0.8741761520482176,44.29353011015999,5638976.98273354,180459777458.67862,0.15434446735573124,5388661189.937702,-1.0603165054089216,-0.9702997171916354,0.18363053727920686,-1.0,1.48561,300.0,"0.000000e+00,6.907755e+00,2.460752e-01,0.000000e+00",5.18394e+25,16800.0,50.522,50.522,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,145,132,0.000565033,9.86189e-06,230000000000.0,0.593402,0.625642,4.609e+40,0.593402,0.00487904,-0.00690646,-0.0100376,1.42501,-1.69153
q1hpepev1z.h5,0.15319653552778445,25.377162171101673,169718.76952979565,787547620522.6276,0.2574146985168366,6226639327.189149,-1.128021191889901,-0.8171067753596379,0.3678711740787066,-1.0,1.9882,300.0,"0.000000e+00,6.907755e+00,1.409842e-01,0.000000e+00",5.18394e+25,16800.0,43.7228,43.7228,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,198,165,0.000600383,6.62011e-06,230000000000.0,0.39834,0.40287,3.09394e+40,0.39834,0.00805625,0.00350695,-0.000134074,2.20577,-0.033658
ssihtl6tjs.h5,0.01212957359928879,133.6854717924808,138669.82277353096,769597445631.3274,0.19703749929102762,7793342614.106003,-1.0682692306381512,-0.8605026623892246,0.5036825893209828,-1.0,1.99993,300.0,"0.000000e+00,6.907755e+00,7.426971e-01,0.000000e+00",5.18394e+25,16800.0,34.9332,34.9332,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,207,155,0.000795556,7.47835e-06,230000000000.0,0.449982,0.454907,3.49504e+40,0.449982,0.0189973,-0.0320866,-0.00229025,8.28671,-0.508965
tvqjnr3xk3.h5,0.5109962439857352,160.24037483173151,265158.5908422728,349969330173.56854,0.5734302275394515,7445590850.101751,-1.1160452455881866,-0.6568460595758834,0.2751857418377225,-1.0,1.85958,300.0,"0.000000e+00,6.907755e+00,8.902243e-01,0.000000e+00",5.18394e+25,16800.0,36.5647,36.5647,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,207,154,0.000508376,9.42657e-06,230000000000.0,0.567208,0.589512,4.40555e+40,0.567208,0.0198076,-0.0107563,-0.0102772,3.97379,-1.8119
jyrqvva5u0.h5,-0.4514672110202367,108.99867535660731,186117.10162680293,933695237608.316,0.40621824773421833,5073497591.746228,-1.1265075685018517,-0.8730380151249744,0.29939702776175015,1.0,1.89229,300.0,"0.000000e+00,6.907755e+00,6.055482e-01,0.000000e+00",5.18394e+25,16800.0,53.6604,53.6604,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,126,171,0.00121317,8.114e-06,230000000000.0,0.488229,0.497266,3.79211e+40,0.488229,0.124549,0.00597053,4.1073e-05,25.5397,0.00841264
yrg379jlvl.h5,0.1108132028783615,52.438025389939426,1.0512513738266186e+26,28429947350.842617,0.5535566288569626,7490566268.936464,-1.023216733652045,-0.8427370246235422,0.23277947372201724,1.0,1.99384,300.0,"0.000000e+00,6.907755e+00,2.913224e-01,0.000000e+00",5.18394e+25,16800.0,36.3452,36.3452,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,140,119,4.61333e-06,3.65577e-06,230000000000.0,0.219972,0.214948,1.70854e+40,0.219972,0.000105242,-5.16181e-06,2.89962e-10,0.0479008,1.31818e-07
zoi6p8d917.h5,-0.026298624353482847,106.39370060894892,506124.2991279047,215576832414.70422,0.39692856270279164,7618132221.007269,-1.055051925396045,-0.6463071323886325,0.4624752169247115,-1.0,1.99965,300.0,"0.000000e+00,6.907755e+00,5.910761e-01,0.000000e+00",5.18394e+25,16800.0,35.7366,35.7366,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,205,151,0.000864524,9.60425e-06,230000000000.0,0.577899,0.607306,4.48859e+40,0.577899,0.0175465,-0.0168169,0.0470436,4.20559,8.14045
k7w77voz4l.h5,0.629997874583875,107.58795931628381,82515.55282628014,978121664161.6536,0.5759131402690276,5663579356.456827,-1.1394499355902592,-0.6140314926436219,0.6777292212705726,-1.0,1.7766,300.0,"0.000000e+00,6.907755e+00,5.977109e-01,0.000000e+00",5.18394e+25,16800.0,48.0696,48.0696,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,201,154,0.00167324,1.15746e-05,230000000000.0,0.69646,0.701004,5.40946e+40,0.69646,0.229747,-0.0401649,0.00102053,33.4881,0.14653
uf3eubn6k7.h5,0.3296670315403283,140.49321980340648,109342.61865981879,944273611873.5312,0.23641861684328144,5613874021.6512575,-1.0535264303514167,-0.6637447778268655,0.5071271159087353,-1.0,1.9441,300.0,"0.000000e+00,6.907755e+00,7.805179e-01,0.000000e+00",5.18394e+25,16800.0,48.4952,48.4952,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,195,150,0.000743383,8.76148e-06,230000000000.0,0.527189,0.529981,4.09472e+40,0.527189,0.0380685,-0.0161474,-0.00106892,7.84379,-0.202758
qz5r1p8who.h5,0.4963873562628365,96.05920900307167,326862.80591770244,343943257904.89734,0.5480509157144086,5138125122.531721,-1.0426334845311196,-0.7941877232800371,0.757877698407176,1.0,1.8681,300.0,"0.000000e+00,6.907755e+00,5.336623e-01,0.000000e+00",5.18394e+25,16800.0,52.9855,52.9855,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,135,164,0.00193246,8.98979e-06,230000000000.0,0.540927,0.597008,4.20142e+40,0.540927,0.051944,-0.0556738,0.0115679,14.0764,2.13853
6bnkeg5e2o.h5,-0.012361474573652442,92.67456559458151,162504.86316808008,780398591774.5695,0.5137847696522867,6395023337.434735,-1.1315882496495868,-0.9744835444242269,0.6452607511434217,1.0,1.99992,300.0,"0.000000e+00,6.907755e+00,5.148587e-01,0.000000e+00",5.18394e+25,16800.0,42.5716,42.5716,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,124,143,0.00206432,9.45351e-06,230000000000.0,0.56883,0.597045,4.41814e+40,0.56883,0.133794,0.0037408,0.00482739,23.5301,0.848654
go7n3rzcd8.h5,-0.11313554203599885,120.25985195834647,275718.5390181215,456416580239.10266,0.4392875896047387,7152595369.457713,-1.1790464027677101,-0.8189171083559724,0.6259418180562024,1.0,1.99358,300.0,"0.000000e+00,6.907755e+00,6.681103e-01,0.000000e+00",5.18394e+25,16800.0,38.0626,38.0626,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,115,150,0.00127552,9.84409e-06,230000000000.0,0.592331,0.618637,4.60068e+40,0.592331,0.00916242,-0.00728582,0.0137406,1.97628,2.31975
djrtk2fs1d.h5,0.013819038335233902,71.77652613697738,83352.56015005018,984336001410.7003,0.3114390786258111,5688836233.31179,-1.023712190057883,-0.7149031225571889,0.8295601550619426,-1.0,1.9999,300.0,"0.000000e+00,6.907755e+00,3.987585e-01,0.000000e+00",5.18394e+25,16800.0,47.8562,47.8562,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,194,154,0.00240164,1.04771e-05,230000000000.0,0.630422,0.64057,4.89653e+40,0.630422,0.155591,0.063062,0.00530391,26.6306,0.841328
95chcdz5xs.h5,-0.46732165901625755,101.71026411633474,136601.56017626938,511494653892.29364,0.13671677247803657,7937732772.843718,-1.0864675173680616,-0.6298414012015859,0.5391678049422239,-1.0,1.88409,300.0,"0.000000e+00,6.907755e+00,5.650570e-01,0.000000e+00",5.18394e+25,16800.0,34.2977,34.2977,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,199,158,0.00141999,8.58048e-06,230000000000.0,0.516298,0.529385,4.01013e+40,0.516298,0.134973,-0.0473701,0.00414962,27.7057,0.803725
vhrfu2hjor.h5,-0.8724392911254963,56.13919683798997,94875.0996631401,771000723836.4839,0.31878833252647476,7327733276.37068,-1.001275725084948,-0.7121897009638956,0.5899507670269998,1.0,1.48872,300.0,"0.000000e+00,6.907755e+00,3.118844e-01,0.000000e+00",5.18394e+25,16800.0,37.1528,37.1528,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,105,170,0.000762218,1.05073e-05,230000000000.0,0.632237,0.636989,4.91063e+40,0.632237,0.0866316,-0.0444362,-0.00209174,15.3998,-0.330848
t6x5hpzgfx.h5,0.21467073573645234,91.74551372319509,327831.69768718834,433458024186.6486,0.5731251439488374,6227752927.710909,-1.1579603486520404,-0.7611178473867217,0.16727777142003963,1.0,1.97669,300.0,"0.000000e+00,6.907755e+00,5.096973e-01,0.000000e+00",5.18394e+25,16800.0,43.715,43.715,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,126,150,0.000987946,9.81089e-06,230000000000.0,0.590333,0.622924,4.58516e+40,0.590333,0.141489,-0.00757842,0.0092524,24.002,1.56732
gt9vrop0l4.h5,0.22757900258033237,7.085802265146906,1102795.5713953355,311300381722.92755,0.21668633431762555,7167155725.850467,-1.1886317138092755,-0.946643505085327,0.827170168267696,1.0,1.97376,300.0,"0.000000e+00,6.907755e+00,3.936557e-02,0.000000e+00",5.18394e+25,16800.0,37.9852,37.9852,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,121,140,0.00059066,9.4254e-06,230000000000.0,0.567138,0.586802,4.405e+40,0.567138,-0.00542464,0.00538444,-0.116473,1.34768,-20.5369
65p60axitf.h5,-0.0264260315733702,107.91530584604567,388710.23910519935,421024795493.22784,0.2782602372807079,7469220819.422199,-1.0973022680670415,-0.8468427912406259,0.27333899365394465,-1.0,1.99965,300.0,"0.000000e+00,6.907755e+00,5.995295e-01,0.000000e+00",5.18394e+25,16800.0,36.4491,36.4491,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,204,152,0.000937307,1.018e-05,230000000000.0,0.612545,0.642385,4.75769e+40,0.612545,0.149368,-0.0712742,0.015265,27.0187,2.49205
6s2k3nob1u.h5,-0.8637189944485291,102.85969396858182,507638.4186757633,490715680962.30176,0.17122088842964597,5585303582.631354,-1.0596360644612586,-0.8697075150226088,0.6361958950497016,1.0,1.50397,300.0,"0.000000e+00,6.907755e+00,5.714427e-01,0.000000e+00",5.18394e+25,16800.0,48.7433,48.7433,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,116,166,0.00125978,9.28444e-06,230000000000.0,0.558656,0.603316,4.33913e+40,0.558656,0.0164492,-0.0242709,0.0140844,5.24828,2.52111
ogrw097dij.h5,-0.2068346200879908,127.553280328901,112031.63403595309,599105880283.4753,0.48299464805937886,7332131071.873643,-1.1373852870851369,-0.7103914314337292,0.6501296857528233,-1.0,1.97838,300.0,"0.000000e+00,6.907755e+00,7.086293e-01,0.000000e+00",5.18394e+25,16800.0,37.1306,37.1306,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,201,165,0.00129727,9.2076e-06,230000000000.0,0.554033,0.564437,4.30321e+40,0.554033,0.0238891,-0.0631744,-0.00434616,12.1907,-0.78446
kozrih36yb.h5,-0.24944035269357145,25.20352084866189,146833.06151414863,774602009755.9059,0.30653410222054644,6666202264.266104,-1.0668314647277006,-0.808251104585939,0.025615594413826992,-1.0,1.96839,300.0,"0.000000e+00,6.907755e+00,1.400196e-01,0.000000e+00",5.18394e+25,16800.0,40.8398,40.8398,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,197,170,0.000549829,7.16361e-06,230000000000.0,0.431043,0.436082,3.34794e+40,0.431043,0.0124401,0.00125379,0.000282436,2.90067,0.0655239
7gryv4b1gf.h5,-0.14177118905623654,134.1581084973531,112926.83847687276,904716626320.5154,0.49226428451985904,7747268859.541846,-1.1007562545177945,-0.9176071360851129,0.18856446591125442,-1.0,1.9899,300.0,"0.000000e+00,6.907755e+00,7.453228e-01,0.000000e+00",5.18394e+25,16800.0,35.1409,35.1409,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,198,135,0.000661396,9.01936e-06,230000000000.0,0.542706,0.547641,4.21524e+40,0.542706,0.0545149,-0.0191719,-0.00137736,10.6481,-0.253795
bbh2dl0rmd.h5,-0.6222572940136883,24.923620041327908,717483.4307397511,241829808017.67972,0.3507845931451524,7218901407.989834,-1.1401133143126416,-0.68576001857631,0.06646056410109236,1.0,1.78281,300.0,"0.000000e+00,6.907755e+00,1.384646e-01,0.000000e+00",5.18394e+25,16800.0,37.713,37.713,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,191,183,0.000699506,9.13418e-06,230000000000.0,0.549615,0.590056,4.2689e+40,0.549615,0.0775253,-0.0177508,-0.0278702,14.4704,-5.07086
3zg7092s1g.h5,-0.7656308276682481,107.6846578180575,179527.2075201235,841788811217.7045,0.2802072578096316,6733789071.191736,-1.1547332806098916,-0.9163626721409436,0.23650295507258734,1.0,1.64328,300.0,"0.000000e+00,6.907755e+00,5.982481e-01,0.000000e+00",5.18394e+25,16800.0,40.4299,40.4299,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,186,152,0.00059718,7.59526e-06,230000000000.0,0.457016,0.462969,3.54968e+40,0.457016,0.10306,-0.0101713,-0.00124591,22.6601,-0.272618
qgb6klgw37.h5,-0.018976769812177774,145.73806959788575,1403624.640904732,138199926540.64612,0.49017523315958933,7542142359.917887,-1.0845893637832065,-0.6409690355792421,0.36011790648027264,1.0,1.99982,300.0,"0.000000e+00,6.907755e+00,8.096559e-01,0.000000e+00",5.18394e+25,16800.0,36.0967,36.0967,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,113,170,0.000581766,9.78181e-06,230000000000.0,0.588583,0.611664,4.57157e+40,0.588583,-0.00313664,-0.0260756,-0.0364372,4.46217,-6.19066
488bsejwv6.h5,0.8124107284188542,169.75859668938924,471775.34445482807,673469846223.1897,0.18951153152592268,5911357043.884409,-1.1844919837462073,-0.9463803365154022,0.4645091940053194,-1.0,1.58309,300.0,"0.000000e+00,6.907755e+00,9.431033e-01,0.000000e+00",5.18394e+25,16800.0,46.0548,46.0548,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,187,136,0.000759911,9.75709e-06,230000000000.0,0.587096,0.617733,4.56002e+40,0.587096,0.00279525,-0.00218623,-0.0072487,0.604443,-1.23467
kz29nfdof2.h5,-0.7370739144532704,39.85787108522265,357897.38144012867,403148004035.09015,0.23702246072644864,6708229843.928697,-1.015985028442392,-0.7565592958151018,0.40151330740439206,1.0,1.67581,300.0,"0.000000e+00,6.907755e+00,2.214326e-01,0.000000e+00",5.18394e+25,16800.0,40.5839,40.5839,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,119,137,0.000708479,9.31564e-06,230000000000.0,0.560533,0.583908,4.3537e+40,0.560533,0.054758,-0.0461723,-0.0112041,12.7782,-1.99883
xql06syu0m.h5,0.19906541246499243,170.31852741609796,295700.2869862585,446673533593.0468,0.17739733329839977,7865831451.925732,-1.0679645019871384,-0.7447418053475084,0.558864712560009,-1.0,1.97999,300.0,"0.000000e+00,6.907755e+00,9.462140e-01,0.000000e+00",5.18394e+25,16800.0,34.6112,34.6112,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,207,150,0.000520919,9.34211e-06,230000000000.0,0.562126,0.574472,4.36608e+40,0.562126,-0.00041328,-0.00290149,-0.00582565,0.521374,-1.03636
jnglnxw195.h5,0.9853463399770377,114.23125800214731,354031.6089687956,310499333089.8427,0.33097780976131597,5886699806.5188465,-1.0390667230448227,-0.639337897950925,0.9873307649777833,-1.0,1.17057,300.0,"0.000000e+00,6.907755e+00,6.346181e-01,0.000000e+00",5.18394e+25,16800.0,46.2477,46.2477,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,203,144,0.00174477,9.42643e-06,230000000000.0,0.5672,0.609282,4.40548e+40,0.5672,0.0593009,-0.110817,0.010004,22.159,1.76374
0gomsf4o0g.h5,0.8747032970842481,136.70156087031043,108978.74433660656,812872207429.251,0.572030347024973,5905103041.08659,-1.1462506863945803,-0.6830719360005921,0.4488830654307959,-1.0,1.48466,300.0,"0.000000e+00,6.907755e+00,7.594531e-01,0.000000e+00",5.18394e+25,16800.0,46.1035,46.1035,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,200,173,0.000918542,9.15282e-06,230000000000.0,0.550736,0.555048,4.27761e+40,0.550736,0.0579762,-0.0130585,-0.00161023,10.7908,-0.292377
28h4zr2m6m.h5,0.85112388164743,122.97106114333592,133275.97103178053,640178954908.8436,0.22482189481353052,6347527442.959017,-1.040961896102776,-0.6323083707277997,0.1595747081511315,-1.0,1.52496,300.0,"0.000000e+00,6.907755e+00,6.831726e-01,0.000000e+00",5.18394e+25,16800.0,42.8901,42.8901,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,135,167,0.000599995,7.70033e-06,230000000000.0,0.463338,0.465866,3.59878e+40,0.463338,0.0915783,0.00831301,-0.000403459,19.8462,-0.0870767
f843rfz98u.h5,-0.5395385230030654,107.56409326076253,680974.9368024224,446251484075.44183,0.24926967360511396,6305654985.608566,-1.189823529643557,-0.938617539777459,0.33429889190200035,1.0,1.84196,300.0,"0.000000e+00,6.907755e+00,5.975783e-01,0.000000e+00",5.18394e+25,16800.0,43.1749,43.1749,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,114,161,0.000997399,9.53648e-06,230000000000.0,0.573821,0.617469,4.45691e+40,0.573821,0.0135662,-0.0329976,0.00836384,6.21753,1.45757
r85fh2q0ep.h5,-0.9353094806223841,35.7876086929915,95351.45321193029,802385734868.1787,0.5710279754514177,6320089509.400524,-1.1250415175245072,-0.6346137339474518,0.9279805174973128,1.0,1.35383,300.0,"0.000000e+00,6.907755e+00,1.988200e-01,0.000000e+00",5.18394e+25,16800.0,43.0763,43.0763,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,115,152,0.000821881,1.05715e-05,230000000000.0,0.6361,0.642568,4.94064e+40,0.6361,-0.0221009,-0.0464582,-0.00331014,8.08791,-0.520381
kwhr3v4qxu.h5,0.5130041541089061,115.575656312169,2736434.608255004,171342677113.23553,0.5405131140074195,7291262565.04661,-1.1617930373401282,-0.9418312352428151,0.025275008293414558,-1.0,1.85839,300.0,"0.000000e+00,6.907755e+00,6.420870e-01,0.000000e+00",5.18394e+25,16800.0,37.3387,37.3387,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,131,190,0.000458635,9.38407e-06,230000000000.0,0.564651,0.580464,4.38569e+40,0.564651,0.00281607,5.37951e-07,-0.00856221,0.498728,-1.51637
8sx4k40drp.h5,0.3722730131345475,32.79904268750872,1561216.2603000458,123999466438.79099,0.4910798912838741,7527100326.053553,-1.1260721860683298,-0.639020016584001,0.5608933889281641,1.0,1.92812,300.0,"0.000000e+00,6.907755e+00,1.822169e-01,0.000000e+00",5.18394e+25,16800.0,36.1688,36.1688,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,117,150,0.00060607,9.5998e-06,230000000000.0,0.577632,0.603794,4.48651e+40,0.577632,0.00296621,-0.00440947,-0.0331627,0.920016,-5.74115
swsn24ri85.h5,-0.27316482895322325,25.687172498743717,270437.2692574046,900673271299.1273,0.33894516193328983,5064907341.121,-1.1083825328039794,-0.9026845178712893,0.021686797382170497,1.0,1.96197,300.0,"0.000000e+00,6.907755e+00,1.427065e-01,0.000000e+00",5.18394e+25,16800.0,53.7515,53.7515,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,178,183,0.000965567,1.00966e-05,230000000000.0,0.607522,0.631844,4.71867e+40,0.607522,0.0203954,0.000880017,4.29426e-05,3.36027,0.00706848
8iikyd05hu.h5,-0.9504029344347299,90.18028570302269,785150.1702191418,208820641189.1771,0.21208374774095048,6547466796.376297,-1.0452194310154945,-0.622396305040219,0.38429718383129186,1.0,1.31102,300.0,"0.000000e+00,6.907755e+00,5.010016e-01,0.000000e+00",5.18394e+25,16800.0,41.5804,41.5804,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,107,166,0.000665789,9.23289e-06,230000000000.0,0.555554,0.578312,4.31503e+40,0.555554,-0.0122356,-0.043059,0.00201491,8.05748,0.362685
xs1rd42adh.h5,-0.06757768181749824,62.148757917975665,494202.98055750126,283000395965.95264,0.45415796963268984,5591928355.29308,-1.0454951322469763,-0.6775331170570253,0.4346185601829956,-1.0,1.99771,300.0,"0.000000e+00,6.907755e+00,3.452709e-01,0.000000e+00",5.18394e+25,16800.0,48.6856,48.6856,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,189,176,0.00110515,9.25302e-06,230000000000.0,0.556766,0.602047,4.32444e+40,0.556766,0.0578629,-0.0620376,0.025875,15.2369,4.64738
s0ya0luo5p.h5,-0.1274421802757435,112.38551516150423,548978.3069928907,332473985869.62036,0.12089748624003896,5960671179.74562,-1.1016449381213342,-0.7683587078571071,0.9087385364853261,-1.0,1.99185,300.0,"0.000000e+00,6.907755e+00,6.243640e-01,0.000000e+00",5.18394e+25,16800.0,45.6737,45.6737,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,194,156,0.00203281,8.94078e-06,230000000000.0,0.537977,0.607122,4.17851e+40,0.537977,0.0547311,-0.087258,0.0159974,19.1462,2.97361
shvmsk6xw7.h5,-0.6750955536615617,138.09755496187688,305870.30854603596,361072116416.47687,0.41183883939616295,5220118370.852025,-1.138350682542858,-0.6906415998856889,0.8864550750642909,-1.0,1.73773,300.0,"0.000000e+00,6.907755e+00,7.672086e-01,0.000000e+00",5.18394e+25,16800.0,52.1533,52.1533,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,185,159,0.00159855,9.10616e-06,230000000000.0,0.547929,0.604262,4.2558e+40,0.547929,-0.0236237,-0.0749048,-0.0225168,14.3343,-4.10944
q0cahei33z.h5,0.13103960933848957,76.62589708542633,133835.37478054012,854371905897.3552,0.32404960538178307,5281435120.97736,-1.1668355304817415,-0.623720128865746,0.0980358078408784,-1.0,1.99138,300.0,"0.000000e+00,6.907755e+00,4.256994e-01,0.000000e+00",5.18394e+25,16800.0,51.5478,51.5478,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,193,155,0.000639674,8.01632e-06,230000000000.0,0.482352,0.484616,3.74646e+40,0.482352,0.175067,0.00254448,0.0004643,36.2982,0.0962574
16ractdeib.h5,0.144943279584282,88.8482476130292,184500.0199739526,483383921593.43933,0.50172616633013,5714388271.043571,-1.1742256151951307,-0.6330920730529023,0.5488151866939048,1.0,1.98944,300.0,"0.000000e+00,6.907755e+00,4.936014e-01,0.000000e+00",5.18394e+25,16800.0,47.6422,47.6422,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,127,165,0.00152225,8.60872e-06,230000000000.0,0.517997,0.539773,4.02332e+40,0.517997,0.166905,0.00534463,0.00530552,32.2376,1.02424
9ztrxtcg9x.h5,0.15311410804525383,18.534956281557797,101395.42555905781,877036889962.9204,0.33501661815606865,6973324764.839503,-1.1432977439727985,-0.6837839321587954,0.357909370911919,-1.0,1.98821,300.0,"0.000000e+00,6.907755e+00,1.029720e-01,0.000000e+00",5.18394e+25,16800.0,39.0411,39.0411,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,197,138,0.000493347,9.73761e-06,230000000000.0,0.585924,0.587955,4.55091e+40,0.585924,0.0094238,0.00262986,-0.000809907,1.66982,-0.138227
arm8lg8b0z.h5,-0.6383665818173948,135.33235937195172,107530.9858844581,812163420440.1698,0.3219420081828829,5637271186.936335,-1.057516475351068,-0.7786704360947638,0.9234205866050741,-1.0,1.76973,300.0,"0.000000e+00,6.907755e+00,7.518464e-01,0.000000e+00",5.18394e+25,16800.0,48.294,48.294,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,186,167,0.00181329,9.30493e-06,230000000000.0,0.559889,0.576151,4.3487e+40,0.559889,-0.0235887,-0.0497308,-0.00413428,9.8308,-0.738411
rfdybx7a1j.h5,-0.8356173839864465,124.63107353543035,291539.6721479572,463477399024.3989,0.33283855092207126,7948857349.057495,-1.156714460169613,-0.9870217968297007,0.317743423689562,-1.0,1.54931,300.0,"0.000000e+00,6.907755e+00,6.923949e-01,0.000000e+00",5.18394e+25,16800.0,34.2497,34.2497,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,193,157,0.00154665,9.56135e-06,230000000000.0,0.575318,0.613321,4.46854e+40,0.575318,0.0541856,-0.0793034,-0.000773276,16.6947,-0.134408
sikicrsp5q.h5,-0.6760978424191351,12.448283951498148,243795.05753112823,662081368542.8326,0.3045543615494479,5791114709.6869955,-1.1401629068097472,-0.8492403977099912,0.6371031242784442,-1.0,1.73681,300.0,"0.000000e+00,6.907755e+00,6.915713e-02,0.000000e+00",5.18394e+25,16800.0,47.011,47.011,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,189,173,0.000897041,1.01678e-05,230000000000.0,0.611808,0.634357,4.75196e+40,0.611808,-0.00183146,0.00242106,-0.0019414,0.496194,-0.317321
y6u27c0se8.h5,0.8527423774054821,16.244915547413797,267703.80839808716,657567349647.2908,0.14114100787992293,7972087133.984676,-1.0024979325725005,-0.9437017618821217,0.5134268957753387,-1.0,1.52233,300.0,"0.000000e+00,6.907755e+00,9.024953e-02,0.000000e+00",5.18394e+25,16800.0,34.1499,34.1499,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,209,172,0.000553324,9.41981e-06,230000000000.0,0.566801,0.580536,4.40239e+40,0.566801,0.00296096,-0.000359511,-0.00311662,0.526234,-0.549861
aczd40dd48.h5,0.2083852692532544,63.9260513776916,149570.8140318324,741743514626.2267,0.5326671098097172,6300669166.953091,-1.0453257284152047,-0.8730095680130352,0.21852982172351987,1.0,1.97805,300.0,"0.000000e+00,6.907755e+00,3.551447e-01,0.000000e+00",5.18394e+25,16800.0,43.2091,43.2091,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,124,157,0.00105683,8.78828e-06,230000000000.0,0.528802,0.538719,4.10724e+40,0.528802,0.123496,-0.0319018,0.000548851,24.1206,0.103792
