filename,a,thetacam,Ne_unit,Te_unit,disk_h,MBH,pow_nth,pow_T,keplerian_factor,fluid_dirction,rotcam,xoff,yoff,Rin,Rout,Xcam,Dsource_cm,Dsource_kpc,FOVx_GM/c^2,FOVy_GM/c^2,FOVx_rad,FOVy_rad,FOVx_muas,FOVy_muas,Resolution,scale,imax,jmax,Imax,Iavg,freq,Ftot,unpol_xfer,nuLnu,I,Q,U,V,LP,CP
dbnoxg0y38.h5,-0.9257242440917879,80.46800238291704,243103.7577356124,664123273516.5228,0.6011437423798319,6231337187.289419,-1.3409557785228525,-0.8799148206226911,0.05739420956600716,1.0,282.90900538738447,25.461344762188354,25.717064308991766,1.3782,300.0,"0.000000e+00,6.907755e+00,4.470445e-01,0.000000e+00",5.18394e+25,16800.0,43.6898,43.6898,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,150,150,0.00145338,9.50399e-06,230000000000.0,0.571867,0.599804,4.44173e+40,0.571867,-0.11894,0.0511955,-0.00667599,22.6434,-1.1674
y7125dw10g.h5,-0.6542283463671061,5.289741261428352,287897.2740866632,344092037724.14,0.595515530993622,8768239007.403141,-0.9317258457195443,-0.9058842937812295,0.3324338600514837,-1.0,52.03821794245331,4.007110784294454,-19.00150466543382,1.7563,300.0,"0.000000e+00,6.907755e+00,2.938745e-02,0.000000e+00",5.18394e+25,16800.0,31.0491,31.0491,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,178,133,0.000513764,9.36205e-06,230000000000.0,0.563326,0.597419,4.37539e+40,0.563326,-0.00280287,0.00081771,-0.0593412,0.5183,-10.5341
s9xygtp0bt.h5,0.6104516509898514,87.40351823466247,1705023.5905484476,169523513366.53317,0.4349513552367965,4285440366.0220804,-0.8513872481222634,-0.6934876191182671,0.23169589835061977,-1.0,202.393761707589,-5.957307820566953,5.6959936062203695,1.79205,300.0,"0.000000e+00,6.907755e+00,4.855751e-01,0.000000e+00",5.18394e+25,16800.0,63.5282,63.5282,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,144,135,0.000606685,9.63999e-06,230000000000.0,0.58005,0.603613,4.50529e+40,0.58005,0.000473492,-0.000563,0.00323463,0.126823,0.557647
4hoqyjb8fi.h5,-0.18103982090406723,80.2391930520063,2729010.733586657,134915031455.38931,0.5294731915818675,9846801565.571707,-1.39786124230985,-0.8621722437274861,0.36296896140316204,-1.0,154.33862234586903,24.360710346242996,12.010000524826154,1.98348,300.0,"0.000000e+00,6.907755e+00,4.457733e-01,0.000000e+00",5.18394e+25,16800.0,27.6482,27.6482,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,77,148,0.000447657,9.69017e-06,230000000000.0,0.583069,0.599468,4.52874e+40,0.583069,0.000279,-0.00114976,0.0287276,0.202914,4.92696
ic7vsfzixs.h5,0.4482651304602372,104.95393490679032,2939420.6891514957,342812471680.45166,0.6068784573250919,4293509761.097841,-1.2843245903724885,-1.1374799986225825,0.4052543236963805,-1.0,82.3856851037454,-4.2310598888889075,-24.047873598928042,1.8939,300.0,"0.000000e+00,6.907755e+00,5.830774e-01,0.000000e+00",5.18394e+25,16800.0,63.4088,63.4088,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,188,165,0.000743251,9.34807e-06,230000000000.0,0.562485,0.602856,4.36886e+40,0.562485,-0.000586043,0.000554621,-0.00967833,0.143449,-1.72064
vf97229oc4.h5,0.693349010431461,58.00274935645243,444197.7559692086,502809311798.3096,0.6461504890922409,4512433368.995335,-0.8340323571636651,-1.0158345657783439,0.42245900545911386,-1.0,356.5595869320579,3.4197057427124946,-26.818387756902283,1.7206,300.0,"0.000000e+00,6.907755e+00,3.222375e-01,0.000000e+00",5.18394e+25,16800.0,60.3324,60.3324,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,181,167,0.00110074,9.16607e-06,230000000000.0,0.551534,0.602918,4.2838e+40,0.551534,-0.00334666,-0.086403,-0.00116573,15.6777,-0.211361
4c40t23oui.h5,-0.846788478300788,95.16211842730311,470885.73519937176,217662031696.28323,0.255902440267143,9637075148.22961,-0.862320499517009,-0.7285407110616153,0.8296761098769888,1.0,340.979090740673,29.694000432501284,18.010124331293333,1.53193,300.0,"0.000000e+00,6.907755e+00,5.286784e-01,0.000000e+00",5.18394e+25,16800.0,28.2499,28.2499,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,55,129,0.00116196,1.57538e-05,230000000000.0,0.947925,0.996663,7.3626e+40,0.947925,0.000646491,0.0048328,0.0949587,0.51437,10.0175
nbeg7dgd9e.h5,-0.25447531678877455,118.16749140332446,231953.45484054709,949372810995.7786,0.12635788446493226,7296793324.725161,-0.9107137918579977,-1.1049019127951547,0.28250944726298743,1.0,69.43046984986378,-17.29819237733289,20.299587287322538,1.96708,300.0,"0.000000e+00,6.907755e+00,6.564861e-01,0.000000e+00",5.18394e+25,16800.0,37.3104,37.3104,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,179,187,0.000860865,9.73529e-06,230000000000.0,0.585784,0.597906,4.54983e+40,0.585784,-0.0486504,-0.0526295,0.00238212,12.235,0.406654
via6294ins.h5,-0.03380014861787484,141.27635142902577,988674.0501130712,222100317883.6621,0.6457172511073959,7666552433.801861,-1.0260058962497947,-0.860621648028673,0.016310646781763194,1.0,181.1300011290599,1.9969229043186303,28.350757827520766,1.99943,300.0,"0.000000e+00,6.907755e+00,7.848686e-01,0.000000e+00",5.18394e+25,16800.0,35.5109,35.5109,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,182,91,0.000497263,9.53551e-06,230000000000.0,0.573763,0.596885,4.45646e+40,0.573763,0.0518151,-0.00739618,-0.00223087,9.12229,-0.388814
5cg2wi9smp.h5,0.48974799095746313,12.18206039479988,80773.44841072308,991761982997.8044,0.33967894126209663,7898132061.265778,-1.1070518952341828,-0.7753941703941154,0.33689552056333705,1.0,164.38128732818097,-2.3412677625084015,-12.501690894449197,1.87186,300.0,"0.000000e+00,6.907755e+00,6.767811e-02,0.000000e+00",5.18394e+25,16800.0,34.4697,34.4697,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,198,200,0.000471429,9.90624e-06,230000000000.0,0.596071,0.597697,4.62973e+40,0.596071,0.0046742,-0.000378235,-0.00118422,0.786731,-0.198671
l4lqdj63r6.h5,0.8966886686815452,134.76462885975548,358448.6429221182,629239246221.7925,0.19990176277777794,4248182227.25894,-1.1661903393525903,-0.7092807943995547,0.3218267512028897,1.0,183.62897722532657,-27.279606113305782,19.797758168449015,1.44266,300.0,"0.000000e+00,6.907755e+00,7.486924e-01,0.000000e+00",5.18394e+25,16800.0,64.0853,64.0853,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,204,140,0.00219621,9.6421e-06,230000000000.0,0.580177,0.612243,4.50628e+40,0.580177,0.0383006,0.00721602,0.00661741,6.71769,1.14058
c66lm0j3w0.h5,0.24346034665912164,155.33324509586947,70129.87627404768,729489099873.7618,0.7311609208362841,8403698383.475633,-0.8521485449067354,-0.8504651964717771,0.421663238607454,-1.0,302.42018182768174,2.02993158226068,-10.797794966319863,1.96991,300.0,"0.000000e+00,6.907755e+00,8.629625e-01,0.000000e+00",5.18394e+25,16800.0,32.396,32.396,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,206,191,0.000502456,9.86785e-06,230000000000.0,0.593761,0.600431,4.61178e+40,0.593761,0.00746998,0.0198563,-0.00311788,3.57298,-0.525108
s3zbu0qt2d.h5,0.9229008600343049,85.33515441383068,526751.8888198765,634549478998.213,0.4215754541902166,2726650261.290826,-0.8064247837817327,-0.975797056019555,0.3534372513338271,1.0,28.04089514595848,8.640198964132715,-10.43877785149757,1.38504,300.0,"0.000000e+00,6.907755e+00,4.740842e-01,0.000000e+00",5.18394e+25,16800.0,99.8464,99.8464,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,138,169,0.00234161,9.03597e-06,230000000000.0,0.543706,0.607199,4.223e+40,0.543706,-0.0495328,-0.000792391,-0.0016222,9.11138,-0.29836
vul8dc2gvl.h5,-0.7509009512791115,51.91075596152525,71912.45085170491,810566820431.5406,0.3369919170916049,9691407587.203377,-1.3686934568821927,-0.8231414401989301,0.884343294180619,-1.0,48.223410333121095,-30.665346236996285,17.307536138643535,1.66041,300.0,"0.000000e+00,6.907755e+00,2.883931e-01,0.000000e+00",5.18394e+25,16800.0,28.0915,28.0915,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,221,113,0.00203163,1.06874e-05,230000000000.0,0.643073,0.654595,4.9948e+40,0.643073,0.0832756,0.046201,0.00437032,14.8091,0.679599
0vikc3bwfq.h5,0.9628408285381838,118.88334161458754,3039253.1845948966,190022900348.78012,0.7539293867685497,6839013778.99532,-1.1339367863125498,-1.0881554881583388,0.9451326395136741,-1.0,317.831446711211,13.011101997900028,-1.8877235232471534,1.27007,300.0,"0.000000e+00,6.907755e+00,6.604630e-01,0.000000e+00",5.18394e+25,16800.0,39.8078,39.8078,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,173,209,0.00058317,9.79889e-06,230000000000.0,0.589612,0.60122,4.57956e+40,0.589612,0.000264468,-0.00124417,0.00808688,0.215729,1.37156
kv3meoib86.h5,-0.3506809758287458,107.83030173898959,264374.774832063,348220413728.7857,0.11709441468983495,8217656705.401645,-0.838612683443273,-0.7691717545400563,0.8286164408477664,1.0,224.08204745227732,31.076379099033133,16.239751344013,1.93649,300.0,"0.000000e+00,6.907755e+00,5.990572e-01,0.000000e+00",5.18394e+25,16800.0,33.1294,33.1294,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,163,99,0.00183971,9.3892e-06,230000000000.0,0.56496,0.597111,4.38809e+40,0.56496,-0.014675,-0.00326003,0.0229111,2.66085,4.05535
3s5n3bzz2q.h5,-0.3560521314527796,10.980827039929725,1532346.830575764,231984739850.16278,0.21493826526483556,8811104925.241882,-0.9769953660357604,-0.9955069536821123,0.03676719456396538,1.0,64.6697313825855,3.325327240152234,-30.615616702838764,1.93447,300.0,"0.000000e+00,6.907755e+00,6.100459e-02,0.000000e+00",5.18394e+25,16800.0,30.8981,30.8981,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,182,143,0.000469155,9.18735e-06,230000000000.0,0.552814,0.612205,4.29375e+40,0.552814,-0.0578953,-0.0273757,-0.0518904,11.5846,-9.38659
rho9o0epr1.h5,-0.7423688328835905,54.52038661225998,2751768.1466730474,192658130746.65063,0.5924694439675436,6014646237.257002,-1.154870950526466,-0.9661118326907139,0.48537175058108584,1.0,176.04301838381838,17.137891207302694,-31.303998896011592,1.66999,300.0,"0.000000e+00,6.907755e+00,3.028910e-01,0.000000e+00",5.18394e+25,16800.0,45.2639,45.2639,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,178,217,0.000540565,9.61849e-06,230000000000.0,0.578756,0.60001,4.49524e+40,0.578756,-0.000864778,0.000460127,0.00356347,0.169254,0.615712
kof8yykxvx.h5,0.23018882684357478,10.986427703401773,131878.4581131598,536178291743.67255,0.682392280968157,5517419440.417028,-0.913300999515688,-0.649361998365857,0.17089985794311102,1.0,263.6247165898301,28.165807541015965,-13.651217365700198,1.97315,300.0,"0.000000e+00,6.907755e+00,6.103571e-02,0.000000e+00",5.18394e+25,16800.0,49.343,49.343,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,154,149,0.000673514,9.89917e-06,230000000000.0,0.595645,0.611806,4.62642e+40,0.595645,-0.00551889,0.00155711,-0.00157309,0.962713,-0.264099
d3jbgq0dzg.h5,-0.9899878922675996,82.54843384686914,57135714.980528854,42546363719.75406,0.19945246682086004,7812429207.630111,-0.8157112288320065,-0.870061349221165,0.4459237489524214,-1.0,63.8099425951114,10.59473856146461,1.2031808591684907,1.14115,300.0,"0.000000e+00,6.907755e+00,4.586024e-01,0.000000e+00",5.18394e+25,16800.0,34.8478,34.8478,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,145,120,0.000231935,9.88388e-06,230000000000.0,0.594726,0.599609,4.61928e+40,0.594726,-0.000343164,-0.000341772,-1.89723e-05,0.0814365,-0.0031901
s3d5ya2hv8.h5,-0.20495499213411406,63.16952425600715,1361510.4443033459,636698042142.6415,0.5581516671025785,3205580184.369625,-1.3614222970145442,-1.100122556818721,0.8053181932442856,1.0,255.76084495669238,-21.868868997902204,11.373673953489302,1.97877,300.0,"0.000000e+00,6.907755e+00,3.509418e-01,0.000000e+00",5.18394e+25,16800.0,84.9288,84.9288,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,181,127,0.00185667,8.65491e-06,230000000000.0,0.520777,0.603848,4.04491e+40,0.520777,0.0020872,0.0434959,-0.00704493,8.36173,-1.35277
ybzco1x6x3.h5,-0.2844625041028961,106.50669106052446,889257.0392825212,364593183857.88586,0.70666344507899,3604921354.5613217,-1.0273482215836889,-0.8495660943736454,0.2824149422899961,-1.0,295.98993081087656,-26.070021070668083,3.78625046398934,1.95869,300.0,"0.000000e+00,6.907755e+00,5.917038e-01,0.000000e+00",5.18394e+25,16800.0,75.5207,75.5207,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,179,177,0.00116474,9.00725e-06,230000000000.0,0.541977,0.598824,4.20958e+40,0.541977,-0.00867215,0.00858367,-0.000262425,2.25136,-0.04842
jsi1r8ikl1.h5,0.7320612813743559,84.609552898093,256944.30055239433,786328083550.065,0.20091115248619443,9617582917.170834,-1.3770095863540857,-1.0206683435264454,0.2574266748103182,-1.0,311.6500865987736,-2.994420446052999,13.42619896684571,1.68124,300.0,"0.000000e+00,6.907755e+00,4.700531e-01,0.000000e+00",5.18394e+25,16800.0,28.3071,28.3071,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,136,117,0.000623474,9.51284e-06,230000000000.0,0.572399,0.586922,4.44587e+40,0.572399,-0.006776,0.143093,-0.00138142,25.0268,-0.241339
lwf75sxse1.h5,0.42412115888910495,168.71531515265315,383749.0363168642,886046735185.9087,0.2501312298581059,4158094728.6601357,-1.2915389400918582,-0.7539422323529299,0.190917287570479,-1.0,155.7208604961499,4.364672590021378,29.846772527246692,1.90561,300.0,"0.000000e+00,6.907755e+00,9.373073e-01,0.000000e+00",5.18394e+25,16800.0,65.4738,65.4738,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,134,144,0.00105259,9.66217e-06,230000000000.0,0.581385,0.599436,4.51566e+40,0.581385,0.00330575,0.00220181,-0.000878076,0.683179,-0.151032
w11kiq84no.h5,0.866002602727534,81.30934478312014,128008.34051757555,415243300850.92206,0.1906098779482071,7027123714.94625,-0.8287203123636112,-0.5452599532964326,0.6902336440916835,-1.0,333.7810538422934,-22.79082598840874,9.81415776563233,1.50004,300.0,"0.000000e+00,6.907755e+00,4.517186e-01,0.000000e+00",5.18394e+25,16800.0,38.7422,38.7422,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,236,163,0.00127688,9.79298e-06,230000000000.0,0.589255,0.604421,4.57679e+40,0.589255,0.0799712,0.166566,0.00645282,31.3564,1.09508
yckoup90up.h5,0.6057308273090509,124.56790198075534,520107.5309281479,566161366574.6218,0.44882690579726425,4297071321.374765,-0.8058939505886951,-1.1273723904935915,0.8498892334870569,-1.0,355.54679473803907,31.25099952151821,-2.0092508343460764,1.79567,300.0,"0.000000e+00,6.907755e+00,6.920439e-01,0.000000e+00",5.18394e+25,16800.0,63.3562,63.3562,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,159,160,0.00151677,8.75714e-06,230000000000.0,0.526928,0.595182,4.09269e+40,0.526928,0.00406368,-0.0208633,-0.00611983,4.03384,-1.16142
qrenoqbnza.h5,-0.10320234128138617,82.88493340066933,294128.30119151104,734475121759.9421,0.6377808250324994,3894700216.9287615,-0.997484383992931,-0.8698885747700024,0.11172089651801764,1.0,250.2899035102616,-11.608849771103145,-22.20134288228332,1.99466,300.0,"0.000000e+00,6.907755e+00,4.604719e-01,0.000000e+00",5.18394e+25,16800.0,69.9017,69.9017,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,194,173,0.00115969,9.45785e-06,230000000000.0,0.569091,0.601985,4.42017e+40,0.569091,-0.146319,-0.102671,0.00149884,31.4093,0.263374
72fajb937o.h5,-0.7218989020066657,38.40174869915699,42713.94325004824,810444338455.1315,0.539718979237497,8834451083.74588,-1.2340280708609734,-0.5589641070130636,0.7652955525005201,-1.0,38.601009400710616,-2.081066628712442,2.8983504055644786,1.692,300.0,"0.000000e+00,6.907755e+00,2.133430e-01,0.000000e+00",5.18394e+25,16800.0,30.8164,30.8164,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,195,131,0.000733941,9.91738e-06,230000000000.0,0.596741,0.598958,4.63493e+40,0.596741,0.0348214,0.0156655,0.00080911,6.39858,0.135588
xhmszxphpl.h5,0.5641904274840852,96.14010754267017,346101.04792940593,934814866677.5245,0.5264002273793239,2090819789.9014702,-1.0965462362523928,-0.5711759804095401,0.24018581411084527,-1.0,144.32025619138338,-26.995853977074937,-3.5772211273329617,1.82564,300.0,"0.000000e+00,6.907755e+00,5.341117e-01,0.000000e+00",5.18394e+25,16800.0,130.21,130.21,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,176,152,0.00221261,9.79414e-06,230000000000.0,0.589325,0.611086,4.57733e+40,0.589325,0.0952979,0.270636,0.000361762,48.6869,0.0613858
4oj8uekl3z.h5,0.2882623813323546,17.419276340868446,127248.98609494019,752582978161.4574,0.46610692425428013,9177344208.237423,-1.3281608074516142,-0.7597784195676611,0.13991969850286134,1.0,234.71185100693282,2.038004838756379,-5.8545612404202885,1.95755,300.0,"0.000000e+00,6.907755e+00,9.677376e-02,0.000000e+00",5.18394e+25,16800.0,29.665,29.665,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,208,146,0.000511802,9.89025e-06,230000000000.0,0.595109,0.599593,4.62225e+40,0.595109,-0.00609045,-0.00574058,-0.000883953,1.40637,-0.148536
smblm9al3h.h5,-0.457773936293996,104.64445323768186,82570.14846364422,959395467049.2086,0.6647963411298937,5334448704.979019,-0.9933317222413742,-0.7166529123340093,0.4922130905791364,1.0,60.526100327250546,-23.006337852757646,-15.905211715121965,1.88907,300.0,"0.000000e+00,6.907755e+00,5.813581e-01,0.000000e+00",5.18394e+25,16800.0,51.0355,51.0355,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,156,202,0.00125406,9.84207e-06,230000000000.0,0.592209,0.597461,4.59973e+40,0.592209,-0.0944756,-0.189325,0.00205189,35.7286,0.34648
6ntp46euau.h5,-0.49239888368040574,128.1255731194763,9999499.830395728,159881257748.73755,0.34744997350873785,4464232524.005843,-1.19782719928122,-0.9467176201285714,0.20903218420094638,-1.0,40.581747876163945,-23.824571745697533,17.983817352261106,1.87037,300.0,"0.000000e+00,6.907755e+00,7.118087e-01,0.000000e+00",5.18394e+25,16800.0,60.9839,60.9839,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,210,152,0.000509356,9.82289e-06,230000000000.0,0.591056,0.600532,4.59077e+40,0.591056,0.00215538,-0.00215997,-0.0067643,0.516264,-1.14444
zjswifzsdx.h5,0.19438488058957937,132.7841232338289,132279.96617527792,317612401125.51807,0.7763495353524987,9114184242.42959,-0.9627645659628412,-0.5571027139187703,0.148039873482266,1.0,243.91264774009753,-11.170576587747426,-3.4279022248153908,1.98093,300.0,"0.000000e+00,6.907755e+00,7.376896e-01,0.000000e+00",5.18394e+25,16800.0,29.8706,29.8706,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,210,128,0.000513544,9.90295e-06,230000000000.0,0.595873,0.603116,4.62819e+40,0.595873,-0.0504018,-0.0520474,0.00605094,12.159,1.01548
fg86ok1cu1.h5,0.3221756215600782,6.082964830921292,15602528.235878013,86450658544.98279,0.12799503351779407,7248461236.2075205,-1.1128666647161463,-0.8184739290362408,0.12856493948433068,-1.0,101.11605458092706,8.998625321701866,26.175782396124944,1.94668,300.0,"0.000000e+00,6.907755e+00,3.379425e-02,0.000000e+00",5.18394e+25,16800.0,37.5592,37.5592,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,112,159,0.000266654,9.7573e-06,230000000000.0,0.587109,0.603712,4.56012e+40,0.587109,0.00680094,-0.00336799,-0.0677629,1.29264,-11.5418
5lrqzrgjmv.h5,0.3844906430615844,14.528401411124046,14925562.92492136,80364455547.52719,0.4050615168435776,6124740433.610853,-0.9715057786745123,-0.8205260899870958,0.05203707314742778,1.0,53.54401496654634,-8.842539299377634,-6.948000737417146,1.92313,300.0,"0.000000e+00,6.907755e+00,8.071334e-02,0.000000e+00",5.18394e+25,16800.0,44.4502,44.4502,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,131,153,0.000236249,9.56548e-06,230000000000.0,0.575567,0.600251,4.47047e+40,0.575567,0.0015252,-0.00582259,0.00699131,1.04576,1.21468
5k1z0nhjzq.h5,0.04766203614201259,139.1006929903541,1652741.8226166388,567814728099.0596,0.11675348557071709,2549319549.1387234,-1.1743364646796948,-0.8116636689096601,0.6710890697553196,-1.0,45.53710231958844,-21.258246808169098,-16.638358578946416,1.99886,300.0,"0.000000e+00,6.907755e+00,7.727816e-01,0.000000e+00",5.18394e+25,16800.0,106.792,106.792,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,191,164,0.0018386,8.55463e-06,230000000000.0,0.514742,0.592306,3.99804e+40,0.514742,-0.0376625,-0.0399313,-0.00887672,10.6637,-1.7245
m6b4uch338.h5,0.7552154798815989,77.55482231963927,73839.27664628801,882104869921.7645,0.32921257791360903,6646612011.382861,-0.9159559486089468,-0.7589220114158138,0.7872082876752826,-1.0,71.83196903018329,-23.439170567244368,0.7100906294783442,1.65548,300.0,"0.000000e+00,6.907755e+00,4.308601e-01,0.000000e+00",5.18394e+25,16800.0,40.9601,40.9601,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,198,110,0.00198426,9.68537e-06,230000000000.0,0.58278,0.591148,4.5265e+40,0.58278,-0.107728,-0.132498,0.00282774,29.302,0.485216
41zwxvmf60.h5,-0.5463721654866645,124.3901330332448,1366151.7133171624,754283331211.9692,0.13468847447129215,3718143014.873605,-1.3462624590003893,-1.026120712816351,0.49027379912494284,1.0,17.993319802596535,-13.335241989699114,-11.021367991828704,1.83754,300.0,"0.000000e+00,6.907755e+00,6.910563e-01,0.000000e+00",5.18394e+25,16800.0,73.221,73.221,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,147,168,0.00166378,9.12866e-06,230000000000.0,0.549283,0.606537,4.26632e+40,0.549283,0.026191,-0.0352007,0.00602331,7.98778,1.09658
5grhoxugus.h5,0.8847599876978902,28.555755974713964,471846.78106473864,230182591618.18454,0.39623873694417333,9218302601.30773,-1.1234918325623835,-0.823363765999541,0.5253383226474845,1.0,77.61981951575325,-13.89618362890851,-1.1136632943251712,1.46605,300.0,"0.000000e+00,6.907755e+00,1.586431e-01,0.000000e+00",5.18394e+25,16800.0,29.5332,29.5332,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,167,203,0.000746217,8.80775e-06,230000000000.0,0.529973,0.585418,4.11634e+40,0.529973,0.0440892,0.108749,-0.0683006,22.142,-12.8876
cvghicge4t.h5,0.7028926387856325,142.4123059775286,10746695.377450017,122617866092.001,0.28393740527224165,6273298626.984329,-1.16338715463554,-0.9800225112677529,0.14342252214571327,1.0,223.91693866308236,-28.02512739433748,19.781214925326566,1.7113,300.0,"0.000000e+00,6.907755e+00,7.911795e-01,0.000000e+00",5.18394e+25,16800.0,43.3976,43.3976,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,178,103,0.000381773,9.68095e-06,230000000000.0,0.582515,0.598623,4.52444e+40,0.582515,-0.00126396,-0.0039271,-0.0071161,0.708221,-1.22162
llcjjazz5z.h5,0.36784825893042594,152.01880837967846,801171.3711445469,391677906857.58887,0.21832646810722667,4831876549.996849,-1.16156883237817,-0.8508935959590862,0.7393377791507801,1.0,142.31759115528186,-26.490055385129097,31.5753685769916,1.92989,300.0,"0.000000e+00,6.907755e+00,8.445489e-01,0.000000e+00",5.18394e+25,16800.0,56.3438,56.3438,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,208,144,0.00110045,8.78326e-06,230000000000.0,0.528499,0.591084,4.10489e+40,0.528499,0.0164628,-0.0138822,-0.0131967,4.07467,-2.49702
1imd4oa9xf.h5,0.3300121021489508,166.70918341568472,550703.4045940883,248696950514.63568,0.4111896269401044,7683457391.719354,-1.3068189936680703,-0.6132538256464306,0.598794477482485,1.0,105.89404943465645,3.15669854269634,-17.01909433173786,1.94398,300.0,"0.000000e+00,6.907755e+00,9.261621e-01,0.000000e+00",5.18394e+25,16800.0,35.4328,35.4328,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,201,187,0.000623108,9.46243e-06,230000000000.0,0.569366,0.598735,4.42231e+40,0.569366,0.00979521,0.00112409,-0.0394661,1.73166,-6.93158
31xy10k2h9.h5,0.11312248322831842,86.10373524960957,1392225.5242924206,444605858534.10645,0.15144595148867468,4140922992.196689,-1.3758373448919685,-0.7957543171604842,0.18964367519272796,1.0,224.5939533593545,8.180253589175848,-22.72419569429814,1.99358,300.0,"0.000000e+00,6.907755e+00,4.783541e-01,0.000000e+00",5.18394e+25,16800.0,65.7453,65.7453,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,175,176,0.00127896,8.91332e-06,230000000000.0,0.536326,0.596746,4.16568e+40,0.536326,-0.0194093,-0.087745,0.0140123,16.7559,2.61264
q6zhwkpis4.h5,0.2811521521665834,42.842586460054136,192723.61001008164,708438087604.2406,0.22439216307510185,4149329367.0199466,-0.9750742302185849,-0.5925049332337178,0.21268090607915724,1.0,268.68817838178995,-31.919680450607828,18.84277699721295,1.95966,300.0,"0.000000e+00,6.907755e+00,2.380144e-01,0.000000e+00",5.18394e+25,16800.0,65.6121,65.6121,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,186,117,0.00099092,9.73305e-06,230000000000.0,0.58565,0.595863,4.54878e+40,0.58565,-0.0713586,0.00630284,-0.000820593,12.232,-0.140117
trsbkjkvi1.h5,0.5181193589087421,50.48837359947251,485829.71643749496,424887042343.16895,0.7637689262137352,4636076964.856878,-1.0790007834269288,-1.053010805993522,0.9697779878406226,1.0,31.90560094633188,23.543246631893325,26.407399434460594,1.85531,300.0,"0.000000e+00,6.907755e+00,2.804910e-01,0.000000e+00",5.18394e+25,16800.0,58.7234,58.7234,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,116,146,0.00174975,8.66232e-06,230000000000.0,0.521222,0.600792,4.04837e+40,0.521222,-0.0181555,0.00588879,-0.0311455,3.6619,-5.97547
55kosztg11.h5,0.7917972311358339,138.09250211156495,322406.2025203312,584428722181.6934,0.5163490794985628,3928030134.629225,-0.873257195592316,-0.8652777269050431,0.5675383625439994,-1.0,204.06172647052696,10.516539032732759,-0.2876886114679351,1.61078,300.0,"0.000000e+00,6.907755e+00,7.671806e-01,0.000000e+00",5.18394e+25,16800.0,69.3086,69.3086,7.75701e-10,7.75701e-10,160.0,160.0,"320,320",0.5876097,126,176,0.00119912,9.19837e-06,230000000000.0,0.553477,0.597947,4.2989e+40,0.553477,-0.0148974,-0.104044,-0.014607,18.99,-2.63913
